frase,risco_churn
Tivemos vários problemas de instabilidade no sistema esse mês.,1
O setor de RH está avaliando trocar o módulo de compras por outra solução.,1
A equipe de projetos está muito satisfeita com o módulo de RH esse mês.,0
A implantação do módulo fiscal foi tranquila.,0
Nossa gerência está avaliando trocar o módulo de RM por outra solução.,1
O módulo de estoque apresentou instabilidade nas últimas reuniões.,1
Tivemos perda de dados usando o módulo fiscal nos últimos meses.,1
O módulo de estoque apresentou lentidão constante nas últimas reuniões.,1
Estamos insatisfeitos com a falta de atualizações prometidas.,1
O setor de RH está muito satisfeita com a plataforma Fluig há duas semanas.,0
O time de logística questiona se vale a pena continuar pagando por a plataforma Fluig.,1
O módulo de RH tem atendido bem nossas necessidades recentemente.,0
Nosso time de TI conseguiu automatizar processos importantes com a plataforma Fluig.,0
O módulo financeiro apresentou instabilidade esse mês.,1
A equipe de projetos conseguiu automatizar processos importantes com o sistema Protheus.,0
Nosso time de TI está avaliando trocar o sistema por outra solução.,1
A diretoria está animada com os novos recursos de a solução da TOTVS.,0
Nosso time de TI está muito satisfeita com o sistema esse mês.,0
O custo de o módulo fiscal aumentou e o time de logística está reconsiderando o contrato.,1
Nossa equipe recomendaria o sistema para outras empresas.,0
Nossa gerência está animada com os novos recursos de o módulo de estoque.,0
O custo de a plataforma Fluig aumentou e nosso time de TI está reconsiderando o contrato.,1
Nossa gerência conseguiu automatizar processos importantes com o módulo fiscal.,0
A equipe de operações está frustrada com a complexidade de o módulo de estoque.,1
Nossa gerência elogiou o desempenho de o módulo de RH nas últimas reuniões.,0
O time de logística está avaliando trocar a plataforma Fluig por outra solução.,1
A equipe comercial está avaliando trocar o módulo de RM por outra solução.,1
O time de suporte interno está muito satisfeita com o módulo de RM no último trimestre.,0
A diretoria está muito satisfeita com o módulo de estoque essa semana.,0
Nossa gerência está animada com os novos recursos de o sistema.,0
Não recebemos retorno do chamado sobre o sistema essa semana.,1
O time de logística elogiou o desempenho de a plataforma nos últimos dias.,0
Tivemos perda de dados usando o módulo de RH no último trimestre.,1
Nossa gerência está avaliando trocar a solução da TOTVS por outra solução.,1
O ERP apresentou instabilidade nos últimos meses.,1
Não recebemos retorno do chamado sobre o sistema de gestão recentemente.,1
Não tivemos nenhum problema com a plataforma Fluig ao longo do ano.,0
A diretoria conseguiu automatizar processos importantes com o módulo de vendas.,0
A equipe de compras está muito satisfeita com o sistema Protheus nos últimos dias.,0
A equipe de projetos está insatisfeita com o módulo financeiro essa semana.,1
Nossa gerência elogiou o desempenho de o ERP recentemente.,0
O sistema Protheus apresentou instabilidade nos últimos dias.,1
O time financeiro conseguiu automatizar processos importantes com a plataforma Fluig.,0
Nossa equipe está confiante na parceria com a TOTVS.,0
A equipe de compras elogiou o desempenho de o módulo fiscal esse mês.,0
A equipe de projetos recomendaria o módulo de estoque para outras empresas.,0
A experiência com o módulo de compras tem sido muito positiva no último trimestre.,0
A diretoria elogiou o desempenho de a plataforma nos últimos dias.,0
O custo de o ERP aumentou e o time financeiro está reconsiderando o contrato.,1
O sistema Protheus tem atendido bem nossas necessidades desde a última atualização.,0
O time de suporte interno está muito satisfeita com a plataforma nos últimos meses.,0
O time de suporte interno questiona se vale a pena continuar pagando por o módulo fiscal.,1
A diretoria recomendaria o sistema de gestão para outras empresas.,0
O setor de RH elogiou o desempenho de o módulo de estoque nos últimos meses.,0
A equipe de projetos quer expandir o uso de o módulo de compras para outros setores.,0
Não recebemos retorno do chamado sobre o sistema Protheus nas últimas reuniões.,1
O time financeiro reclamou da demora do suporte sobre o módulo de estoque no último trimestre.,1
Tivemos perda de dados usando o sistema de gestão desde a última atualização.,1
Tivemos perda de dados usando o sistema nas últimas reuniões.,1
Nossa equipe está muito satisfeita com o módulo financeiro nas últimas reuniões.,0
A diretoria elogiou o desempenho de o módulo de compras desde a última atualização.,0
O setor de RH está insatisfeita com o sistema Protheus nos últimos dias.,1
A equipe de operações conseguiu automatizar processos importantes com o módulo de RM.,0
O sistema Protheus apresentou instabilidade nas últimas reuniões.,1
O time financeiro recomendaria o sistema Protheus para outras empresas.,0
Tivemos perda de dados usando o sistema de gestão no último trimestre.,1
Não recebemos retorno do chamado sobre o sistema há duas semanas.,1
A equipe de compras elogiou o desempenho de a plataforma nos últimos dias.,0
Tivemos perda de dados usando o ERP essa semana.,1
A equipe de projetos está muito satisfeita com o sistema Protheus recentemente.,0
Nosso time de TI está animada com os novos recursos de o sistema.,0
O processo de onboarding foi bem estruturado.,0
A equipe de compras conseguiu automatizar processos importantes com a solução da TOTVS.,0
A equipe de projetos recomendaria o módulo financeiro para outras empresas.,0
O time financeiro está animada com os novos recursos de o módulo de compras.,0
Tivemos perda de dados usando o módulo de RM ao longo do ano.,1
Não recebemos retorno do chamado sobre a plataforma Fluig nos últimos meses.,1
O time de logística está insatisfeita com o ERP ao longo do ano.,1
O sistema se mostrou estável mesmo em períodos de pico essa semana.,0
A plataforma tem atendido bem nossas necessidades ao longo do ano.,0
A plataforma apresentou lentidão constante nas últimas reuniões.,1
O time de logística recomendaria o módulo de compras para outras empresas.,0
Nossa equipe está frustrada com a complexidade de o módulo financeiro.,1
Um concorrente ofereceu uma proposta melhor que o módulo financeiro.,1
A equipe de operações está avaliando trocar o módulo de vendas por outra solução.,1
O time de suporte interno está frustrada com a complexidade de o módulo financeiro.,1
O time de logística elogiou o desempenho de o sistema no último trimestre.,0
Não recebemos retorno do chamado sobre o módulo fiscal há duas semanas.,1
O time de suporte interno recomendaria o módulo financeiro para outras empresas.,0
Nossa equipe está frustrada com a complexidade de o sistema.,1
Nossa diretoria está satisfeita com os resultados até agora.,0
O time de suporte interno recomendaria o ERP para outras empresas.,0
Tivemos perda de dados usando a plataforma nas últimas reuniões.,1
A equipe de operações está muito satisfeita com o módulo de vendas há duas semanas.,0
A experiência com o sistema Protheus tem sido muito positiva desde a última atualização.,0
A diretoria está animada com os novos recursos de o módulo financeiro.,0
O time de logística está animada com os novos recursos de o módulo fiscal.,0
Tivemos perda de dados usando o módulo financeiro nos últimos dias.,1
A diretoria está animada com os novos recursos de o módulo de vendas.,0
Não recebemos retorno do chamado sobre a plataforma desde a última atualização.,1
A equipe de projetos reclamou da demora do suporte sobre o sistema Protheus nas últimas reuniões.,1
Não recebemos retorno do chamado sobre o sistema de gestão há duas semanas.,1
A experiência com o módulo de RH tem sido muito positiva recentemente.,0
A equipe está confiante para expandir o uso do sistema.,0
O módulo de estoque apresentou lentidão constante nos últimos meses.,1
A equipe de operações está animada com os novos recursos de o módulo de compras.,0
O setor de RH questiona se vale a pena continuar pagando por o módulo de RM.,1
Nossa gerência está muito satisfeita com o sistema nas últimas reuniões.,0
A equipe de compras está avaliando trocar o módulo de RM por outra solução.,1
O setor de RH elogiou o desempenho de o módulo de RM desde a última atualização.,0
O time financeiro está animada com os novos recursos de o módulo fiscal.,0
A equipe de compras está avaliando trocar o módulo de vendas por outra solução.,1
A experiência com o módulo fiscal tem sido muito positiva essa semana.,0
A equipe de projetos está muito satisfeita com o sistema de gestão ao longo do ano.,0
A automação dos processos fiscais superou nossas expectativas.,0
O time financeiro recomendaria o módulo de compras para outras empresas.,0
O time de suporte interno está frustrada com a complexidade de o módulo de compras.,1
O time de suporte interno questiona se vale a pena continuar pagando por a solução da TOTVS.,1
A plataforma Fluig apresentou instabilidade no último trimestre.,1
O time de suporte interno está muito satisfeita com o módulo fiscal no último trimestre.,0
O módulo de RM apresentou instabilidade recentemente.,1
Nossa gerência está insatisfeita com o sistema de gestão no último trimestre.,1
A equipe comercial está confiante na parceria com a TOTVS.,0
Nossa gerência elogiou o desempenho de o sistema Protheus essa semana.,0
A diretoria está animada com os novos recursos de o sistema.,0
A equipe de projetos reclamou da demora do suporte sobre o módulo de RM esse mês.,1
O setor de RH está avaliando trocar o ERP por outra solução.,1
O time financeiro elogiou o desempenho de o ERP no último trimestre.,0
A equipe de operações reclamou da demora do suporte sobre o módulo de compras desde a última atualização.,1
A equipe comercial está animada com os novos recursos de a plataforma Fluig.,0
A plataforma tem atendido bem nossas necessidades nos últimos meses.,0
Nosso time de TI elogiou o desempenho de o módulo de RH recentemente.,0
O sistema apresentou lentidão constante recentemente.,1
Nossa equipe questiona se vale a pena continuar pagando por o módulo de vendas.,1
Tivemos perda de dados usando o módulo de RH nos últimos dias.,1
A equipe de operações elogiou o desempenho de o módulo de RM há duas semanas.,0
A diretoria está muito satisfeita com a solução da TOTVS desde a última atualização.,0
Nossa equipe elogiou o desempenho de o sistema Protheus desde a última atualização.,0
A diretoria elogiou o desempenho de o sistema Protheus desde a última atualização.,0
A plataforma Fluig apresentou lentidão constante nos últimos dias.,1
A equipe de compras questiona se vale a pena continuar pagando por o sistema.,1
Não recebemos retorno do chamado sobre a solução da TOTVS esse mês.,1
Nossa equipe recomendaria o sistema de gestão para outras empresas.,0
A equipe de compras conseguiu automatizar processos importantes com o ERP.,0
A equipe de projetos está pensando em migrar para outra plataforma.,1
Tivemos perda de dados usando o módulo fiscal nos últimos dias.,1
O time de suporte interno elogiou o desempenho de o módulo de RM há duas semanas.,0
A equipe de projetos elogiou o desempenho de o sistema Protheus no último trimestre.,0
Nossa gerência está avaliando trocar o módulo fiscal por outra solução.,1
O módulo de compras apresentou instabilidade essa semana.,1
O setor de RH reclamou da demora do suporte sobre o módulo de compras há duas semanas.,1
O setor de RH está animada com os novos recursos de o sistema.,0
Nosso time de TI reclamou da demora do suporte sobre o módulo de compras essa semana.,1
A diretoria elogiou o desempenho de o sistema Protheus essa semana.,0
Nossa equipe está muito satisfeita com a plataforma Fluig recentemente.,0
Nossa gerência quer expandir o uso de o módulo fiscal para outros setores.,0
Tivemos perda de dados usando o sistema recentemente.,1
Nossa gerência está insatisfeita com o sistema nas últimas reuniões.,1
O sistema tem atendido bem nossas necessidades no último trimestre.,0
A diretoria está insatisfeita com o retorno sobre o investimento.,1
A diretoria recomendaria o módulo de RM para outras empresas.,0
Não tivemos nenhum problema com o ERP desde a última atualização.,0
A equipe de projetos conseguiu automatizar processos importantes com a solução da TOTVS.,0
Não recebemos retorno do chamado sobre o ERP desde a última atualização.,1
A equipe de projetos está avaliando trocar o módulo financeiro por outra solução.,1
A equipe de projetos está muito satisfeita com a solução da TOTVS nos últimos dias.,0
A integração com o Fluig facilitou muito nosso fluxo de aprovações.,0
O time de suporte interno reclamou da demora do suporte sobre a plataforma Fluig no último trimestre.,1
O time de suporte interno está insatisfeita com o módulo de RH nas últimas reuniões.,1
Nossa equipe reclamou da demora do suporte sobre o módulo de vendas no último trimestre.,1
Tivemos perda de dados usando o módulo de RH essa semana.,1
O time de suporte interno está muito satisfeita com o sistema de gestão nos últimos dias.,0
O módulo de vendas se mostrou estável mesmo em períodos de pico essa semana.,0
O custo de o sistema Protheus aumentou e nossa gerência está reconsiderando o contrato.,1
O time de suporte interno está frustrada com a complexidade de o módulo de vendas.,1
A solução da TOTVS se mostrou estável mesmo em períodos de pico há duas semanas.,0
Queremos ampliar o uso do sistema para mais departamentos.,0
Não tivemos nenhum problema com o sistema Protheus nos últimos meses.,0
O time financeiro elogiou o desempenho de o módulo de RH há duas semanas.,0
A diretoria conseguiu automatizar processos importantes com a plataforma.,0
O módulo fiscal apresentou lentidão constante ao longo do ano.,1
Não tivemos nenhum problema com o módulo de vendas nos últimos dias.,0
A equipe de compras quer expandir o uso de o módulo de compras para outros setores.,0
O setor de RH quer expandir o uso de o módulo fiscal para outros setores.,0
A diretoria está avaliando trocar o ERP por outra solução.,1
O módulo financeiro apresentou instabilidade no último trimestre.,1
O time financeiro quer expandir o uso de o sistema Protheus para outros setores.,0
A equipe de operações está pensando em migrar para outra plataforma.,1
O time de suporte interno conseguiu automatizar processos importantes com o módulo de RH.,0
A equipe comercial recomendaria a plataforma para outras empresas.,0
O time de suporte interno conseguiu automatizar processos importantes com a solução da TOTVS.,0
O setor de RH quer expandir o uso de o sistema para outros setores.,0
A equipe de compras está muito satisfeita com o módulo fiscal essa semana.,0
A equipe de operações elogiou o desempenho de o módulo de RH no último trimestre.,0
O custo de o ERP aumentou e nossa gerência está reconsiderando o contrato.,1
A equipe de operações elogiou o desempenho de o módulo fiscal ao longo do ano.,0
O setor de RH conseguiu automatizar processos importantes com a plataforma.,0
Nossa gerência recomendaria o módulo de estoque para outras empresas.,0
O custo de o módulo financeiro aumentou e a equipe comercial está reconsiderando o contrato.,1
A diretoria está muito satisfeita com o sistema recentemente.,0
Nossa gerência está muito satisfeita com o módulo de RM nas últimas reuniões.,0
Nossa gerência está avaliando trocar o sistema de gestão por outra solução.,1
O time de logística está frustrada com a complexidade de a plataforma Fluig.,1
O módulo de compras tem atendido bem nossas necessidades há duas semanas.,0
Não recebemos retorno do chamado sobre a plataforma ao longo do ano.,1
Não recebemos retorno do chamado sobre o sistema nos últimos dias.,1
A experiência com a plataforma tem sido muito positiva esse mês.,0
A equipe de operações está muito satisfeita com o módulo fiscal essa semana.,0
A solução da TOTVS apresentou instabilidade nos últimos dias.,1
Não tivemos nenhum problema com o módulo de estoque esse mês.,0
O time de suporte interno reclamou da demora do suporte sobre o sistema de gestão esse mês.,1
O custo de o sistema de gestão aumentou e o time de logística está reconsiderando o contrato.,1
O sistema de gestão tem atendido bem nossas necessidades essa semana.,0
Não tivemos nenhum problema com a solução da TOTVS essa semana.,0
O time financeiro reclamou da demora do suporte sobre o módulo de RM ao longo do ano.,1
A equipe comercial elogiou o desempenho de o módulo de RM esse mês.,0
A equipe de projetos está muito satisfeita com o ERP há duas semanas.,0
O setor de RH recomendaria a plataforma para outras empresas.,0
A equipe de compras está muito satisfeita com a plataforma recentemente.,0
Tivemos perda de dados usando o sistema essa semana.,1
Nossa gerência elogiou o desempenho de a plataforma Fluig nos últimos dias.,0
Nosso time de TI quer expandir o uso de o módulo de RH para outros setores.,0
O time financeiro reclamou da demora do suporte sobre o módulo de compras nas últimas reuniões.,1
A diretoria está muito satisfeita com a solução da TOTVS essa semana.,0
A solução da TOTVS apresentou lentidão constante no último trimestre.,1
A diretoria está confiante na parceria com a TOTVS.,0
O time de suporte interno está muito satisfeita com o sistema nos últimos dias.,0
A equipe comercial conseguiu automatizar processos importantes com o sistema.,0
A diretoria está animada com os novos recursos de o sistema de gestão.,0
Nossa gerência está muito satisfeita com o sistema essa semana.,0
A experiência com a plataforma Fluig tem sido muito positiva nos últimos meses.,0
Nossa equipe quer expandir o uso de o módulo financeiro para outros setores.,0
O time financeiro está muito satisfeita com o sistema de gestão esse mês.,0
Nossa gerência quer expandir o uso de o módulo de RM para outros setores.,0
O time de logística está frustrada com a complexidade de o sistema de gestão.,1
A equipe de projetos reclamou da demora do suporte sobre o módulo de RH nos últimos meses.,1
O custo de o sistema aumentou e nosso time de TI está reconsiderando o contrato.,1
Tivemos que recontratar a implantação porque não funcionou como prometido.,1
Nossa equipe está insatisfeita com o ERP ao longo do ano.,1
Tivemos perda de dados usando o sistema de gestão há duas semanas.,1
O time de logística está muito satisfeita com o módulo de RM ao longo do ano.,0
A diretoria está avaliando trocar o módulo de estoque por outra solução.,1
O módulo financeiro apresentou lentidão constante ao longo do ano.,1
O time de logística elogiou o desempenho de o módulo de estoque ao longo do ano.,0
O time financeiro elogiou o desempenho de o sistema Protheus essa semana.,0
O time de logística está frustrada com a complexidade de o sistema.,1
O módulo fiscal tem atendido bem nossas necessidades há duas semanas.,0
A equipe comercial elogiou o desempenho de o sistema Protheus ao longo do ano.,0
A plataforma se mostrou estável mesmo em períodos de pico no último trimestre.,0
A equipe comercial elogiou o desempenho de o sistema de gestão nos últimos dias.,0
O time de logística está insatisfeita com o módulo de vendas esse mês.,1
O time de suporte interno está insatisfeita com a solução da TOTVS desde a última atualização.,1
O custo de o módulo de RM aumentou e nossa gerência está reconsiderando o contrato.,1
O sistema de gestão apresentou lentidão constante esse mês.,1
O setor de RH está muito satisfeita com o módulo de vendas essa semana.,0
O time de suporte interno está animada com os novos recursos de o sistema de gestão.,0
A equipe de operações reclamou da demora do suporte sobre o módulo de RH desde a última atualização.,1
O time financeiro conseguiu automatizar processos importantes com a solução da TOTVS.,0
A equipe de operações conseguiu automatizar processos importantes com o módulo de vendas.,0
A equipe de operações está animada com os novos recursos de o módulo de RH.,0
A equipe comercial recomendaria o módulo de vendas para outras empresas.,0
Tivemos perda de dados usando o sistema Protheus esse mês.,1
O custo de o módulo financeiro aumentou e nosso time de TI está reconsiderando o contrato.,1
A equipe comercial questiona se vale a pena continuar pagando por o módulo financeiro.,1
Não tivemos nenhum problema com o módulo financeiro essa semana.,0
O setor de RH reclamou da demora do suporte sobre o módulo de vendas nos últimos dias.,1
A diretoria quer expandir o uso de o módulo de vendas para outros setores.,0
Não recebemos retorno do chamado sobre o módulo de vendas esse mês.,1
O suporte técnico costuma responder em poucas horas.,0
A experiência com a solução da TOTVS tem sido muito positiva ao longo do ano.,0
A equipe comercial está frustrada com a complexidade de a solução da TOTVS.,1
Nosso time de TI está insatisfeita com a plataforma Fluig no último trimestre.,1
Nossa equipe está muito satisfeita com o sistema de gestão há duas semanas.,0
Nosso time de TI quer expandir o uso de a plataforma Fluig para outros setores.,0
Nossa gerência quer expandir o uso de o módulo financeiro para outros setores.,0
O módulo de RH se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
A equipe de compras está insatisfeita com o sistema esse mês.,1
Nosso time de TI elogiou o desempenho de o sistema nas últimas reuniões.,0
O setor de RH está insatisfeita com o módulo financeiro essa semana.,1
A diretoria está muito satisfeita com o módulo financeiro essa semana.,0
Nossa gerência está insatisfeita com o módulo de compras no último trimestre.,1
O setor de RH quer expandir o uso de o módulo de estoque para outros setores.,0
A equipe de compras está muito satisfeita com o módulo de RH ao longo do ano.,0
O sistema apresentou instabilidade nos últimos dias.,1
O setor de RH elogiou o desempenho de o módulo de RM ao longo do ano.,0
Nosso time de TI reclamou da demora do suporte sobre o módulo de vendas nos últimos dias.,1
Não tivemos nenhum problema com a plataforma Fluig há duas semanas.,0
O time financeiro está frustrada com a complexidade de o módulo de RH.,1
O time de logística elogiou o desempenho de a solução da TOTVS desde a última atualização.,0
A equipe de operações reclamou da demora do suporte sobre o sistema Protheus esse mês.,1
Não tivemos nenhum problema com o módulo financeiro esse mês.,0
A experiência com o sistema Protheus tem sido muito positiva nas últimas reuniões.,0
Nosso time de TI elogiou o desempenho de o módulo de RH desde a última atualização.,0
Não recebemos retorno do chamado sobre o módulo financeiro no último trimestre.,1
O módulo de vendas apresentou instabilidade esse mês.,1
O setor de RH recomendaria o módulo de compras para outras empresas.,0
O custo de o sistema aumentou e o setor de RH está reconsiderando o contrato.,1
A diretoria está muito satisfeita com o ERP nos últimos meses.,0
O time de suporte interno está insatisfeita com o módulo de RH nos últimos meses.,1
O time de logística quer expandir o uso de a plataforma Fluig para outros setores.,0
Conseguimos reduzir erros manuais depois da automação.,0
O setor de RH questiona se vale a pena continuar pagando por o ERP.,1
Nosso time de TI está muito satisfeita com a solução da TOTVS nas últimas reuniões.,0
O time de logística está muito satisfeita com o sistema nos últimos dias.,0
A equipe de compras está muito satisfeita com o módulo de RH recentemente.,0
Nossa gerência conseguiu automatizar processos importantes com o módulo de compras.,0
A diretoria elogiou o desempenho de o sistema de gestão nas últimas reuniões.,0
A diretoria está muito satisfeita com o sistema de gestão ao longo do ano.,0
Nossa gerência está animada com os novos recursos de o sistema de gestão.,0
O time de suporte interno quer expandir o uso de a plataforma Fluig para outros setores.,0
O custo de o módulo de RH aumentou e a equipe de projetos está reconsiderando o contrato.,1
Estamos avaliando outras opções no mercado.,1
A experiência com a plataforma Fluig tem sido muito positiva desde a última atualização.,0
A equipe comercial está muito satisfeita com o sistema de gestão ao longo do ano.,0
A diretoria está frustrada com a complexidade de a solução da TOTVS.,1
O sistema se integrou bem com nossas outras ferramentas.,0
O custo de a plataforma Fluig aumentou e a diretoria está reconsiderando o contrato.,1
O ERP apresentou lentidão constante recentemente.,1
Nossa equipe está muito satisfeita com a plataforma esse mês.,0
Já indicamos a TOTVS para outros parceiros do setor.,0
O custo de a plataforma Fluig aumentou e a equipe comercial está reconsiderando o contrato.,1
Nosso time de TI recomendaria a plataforma para outras empresas.,0
A equipe de operações está animada com os novos recursos de o sistema de gestão.,0
A equipe de compras recomendaria o ERP para outras empresas.,0
O time de suporte interno elogiou o desempenho de o módulo financeiro no último trimestre.,0
O módulo de RH apresentou lentidão constante nos últimos meses.,1
O custo de o módulo fiscal aumentou e a equipe de projetos está reconsiderando o contrato.,1
Nossa gerência está pensando em migrar para outra plataforma.,1
Nossa gerência elogiou o desempenho de o módulo financeiro há duas semanas.,0
A equipe de compras está muito satisfeita com o módulo de estoque nas últimas reuniões.,0
O sistema Protheus tem atendido bem nossas necessidades no último trimestre.,0
O time financeiro reclamou da demora do suporte sobre a solução da TOTVS nos últimos meses.,1
O time financeiro está avaliando trocar a plataforma por outra solução.,1
O time financeiro está animada com os novos recursos de a plataforma Fluig.,0
A experiência com a plataforma Fluig tem sido muito positiva nos últimos dias.,0
O time de logística quer expandir o uso de o sistema Protheus para outros setores.,0
A plataforma apresentou lentidão constante no último trimestre.,1
Não recebemos retorno do chamado sobre o módulo de RH essa semana.,1
O módulo financeiro se mostrou estável mesmo em períodos de pico recentemente.,0
A equipe comercial elogiou o desempenho de o módulo fiscal nas últimas reuniões.,0
Não identificamos nenhum ponto crítico até o momento.,0
A diretoria reclamou da demora do suporte sobre o módulo fiscal no último trimestre.,1
Nossa equipe está insatisfeita com o sistema Protheus esse mês.,1
Tivemos perda de dados usando o módulo de vendas essa semana.,1
O custo de o sistema aumentou e o time financeiro está reconsiderando o contrato.,1
O time financeiro recomendaria o módulo de vendas para outras empresas.,0
Nossa equipe elogiou o desempenho de o ERP nos últimos dias.,0
O time de logística está muito satisfeita com o módulo de compras nos últimos dias.,0
A solução da TOTVS se mostrou estável mesmo em períodos de pico ao longo do ano.,0
A diretoria está muito satisfeita com a plataforma Fluig nos últimos meses.,0
O time financeiro questiona se vale a pena continuar pagando por a plataforma Fluig.,1
Não recebemos retorno do chamado sobre o módulo fiscal nas últimas reuniões.,1
O time de suporte interno está animada com os novos recursos de a plataforma.,0
O time financeiro está frustrada com a complexidade de a plataforma Fluig.,1
O time financeiro está muito satisfeita com o ERP nas últimas reuniões.,0
O módulo de vendas se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
O ERP se mostrou estável mesmo em períodos de pico ao longo do ano.,0
O time de logística está muito satisfeita com a plataforma desde a última atualização.,0
Nosso time de TI está muito satisfeita com a plataforma Fluig no último trimestre.,0
O módulo fiscal se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
A solução da TOTVS tem atendido bem nossas necessidades nos últimos dias.,0
Não recebemos retorno do chamado sobre o módulo fiscal esse mês.,1
Nossa gerência elogiou o desempenho de o módulo de estoque recentemente.,0
A equipe de operações reclamou da demora do suporte sobre o módulo de vendas recentemente.,1
O time de logística elogiou o desempenho de o módulo de vendas recentemente.,0
A plataforma Fluig apresentou lentidão constante nos últimos meses.,1
Nosso time de TI está muito satisfeita com o módulo financeiro ao longo do ano.,0
A equipe de operações está confiante na parceria com a TOTVS.,0
A diretoria está muito satisfeita com o módulo de estoque desde a última atualização.,0
O time financeiro reclamou da demora do suporte sobre o módulo de RM esse mês.,1
O time de logística está muito satisfeita com o módulo de compras esse mês.,0
A equipe de projetos reclamou da demora do suporte sobre o ERP ao longo do ano.,1
A solução da TOTVS tem atendido bem nossas necessidades esse mês.,0
A equipe de operações está animada com os novos recursos de o módulo de vendas.,0
A equipe de projetos conseguiu automatizar processos importantes com o módulo de compras.,0
O time de suporte interno está frustrada com a complexidade de o módulo de RM.,1
Nossa gerência quer expandir o uso de o sistema Protheus para outros setores.,0
Não recebemos retorno do chamado sobre o módulo de estoque há duas semanas.,1
A equipe de projetos está muito satisfeita com o sistema de gestão há duas semanas.,0
O setor de RH está animada com os novos recursos de o módulo de compras.,0
A equipe de compras está muito satisfeita com a plataforma há duas semanas.,0
A equipe comercial conseguiu automatizar processos importantes com o módulo de vendas.,0
A experiência com o módulo de RH tem sido muito positiva esse mês.,0
A equipe de operações quer expandir o uso de o módulo de vendas para outros setores.,0
Nossa equipe está muito satisfeita com o módulo de RM desde a última atualização.,0
A equipe de projetos está muito satisfeita com o sistema ao longo do ano.,0
A plataforma apresentou lentidão constante nos últimos dias.,1
A diretoria está muito satisfeita com o sistema essa semana.,0
A equipe de compras está animada com os novos recursos de a plataforma.,0
O time de suporte interno questiona se vale a pena continuar pagando por a plataforma.,1
O valor da renovação ficou acima do que esperávamos pagar.,1
A equipe de projetos reclamou da demora do suporte sobre o módulo financeiro nos últimos meses.,1
O módulo de RH tem atendido bem nossas necessidades desde a última atualização.,0
A equipe de projetos elogiou o desempenho de o sistema essa semana.,0
A diretoria está frustrada com a complexidade de a plataforma.,1
Nosso time de TI está frustrada com a complexidade de a solução da TOTVS.,1
Nosso time de TI elogiou o desempenho de o sistema de gestão essa semana.,0
O módulo de estoque apresentou lentidão constante nos últimos dias.,1
Não recebemos retorno do chamado sobre o módulo de RH no último trimestre.,1
Nosso time de TI está confiante na parceria com a TOTVS.,0
Não tivemos nenhum problema com o módulo de vendas ao longo do ano.,0
A equipe de projetos está animada com os novos recursos de o ERP.,0
A experiência com o módulo de RH tem sido muito positiva ao longo do ano.,0
A equipe de compras conseguiu automatizar processos importantes com o módulo de RH.,0
Nossa gerência recomendaria o módulo fiscal para outras empresas.,0
Nossa gerência está muito satisfeita com o módulo de RH nos últimos meses.,0
A equipe de compras reclamou da demora do suporte sobre o módulo financeiro nos últimos meses.,1
A diretoria recomendaria o módulo de compras para outras empresas.,0
Não recebemos retorno do chamado sobre a plataforma nos últimos dias.,1
A equipe de operações está muito satisfeita com a plataforma nas últimas reuniões.,0
A equipe de compras conseguiu automatizar processos importantes com o módulo de compras.,0
A equipe de projetos está insatisfeita com o sistema Protheus no último trimestre.,1
Nossa equipe quer expandir o uso de a solução da TOTVS para outros setores.,0
Nossa equipe recomendaria a solução da TOTVS para outras empresas.,0
A plataforma tem atendido bem nossas necessidades recentemente.,0
Não recebemos retorno do chamado sobre o módulo fiscal recentemente.,1
A equipe de compras está muito satisfeita com o módulo financeiro no último trimestre.,0
Nossa equipe elogiou o desempenho de o módulo de RH no último trimestre.,0
Nossa equipe está muito satisfeita com o sistema de gestão essa semana.,0
O custo de o módulo de vendas aumentou e a equipe de operações está reconsiderando o contrato.,1
O time financeiro está muito satisfeita com o sistema Protheus ao longo do ano.,0
O time de suporte interno está muito satisfeita com o módulo fiscal esse mês.,0
A experiência com o sistema tem sido muito positiva recentemente.,0
A equipe de projetos reclamou da demora do suporte sobre o módulo de estoque desde a última atualização.,1
O time financeiro reclamou da demora do suporte sobre o módulo financeiro essa semana.,1
A equipe de operações quer expandir o uso de a plataforma Fluig para outros setores.,0
Nosso time de TI elogiou o desempenho de o sistema nos últimos meses.,0
O módulo de vendas apresentou lentidão constante nas últimas reuniões.,1
A equipe de operações recomendaria o sistema de gestão para outras empresas.,0
A equipe de compras está frustrada com a complexidade de o ERP.,1
A personalização atendeu exatamente o que pedimos.,0
A equipe de operações reclamou da demora do suporte sobre o sistema esse mês.,1
Nossa equipe está animada com os novos recursos de o sistema de gestão.,0
A equipe de projetos está muito satisfeita com o módulo de compras no último trimestre.,0
O time financeiro está muito satisfeita com a solução da TOTVS esse mês.,0
Nossa gerência está muito satisfeita com o módulo financeiro nos últimos meses.,0
Nossa equipe elogiou o desempenho de a solução da TOTVS nas últimas reuniões.,0
A equipe de compras conseguiu automatizar processos importantes com o módulo de vendas.,0
O time de suporte interno questiona se vale a pena continuar pagando por o módulo financeiro.,1
A equipe de projetos elogiou o desempenho de o módulo de vendas nas últimas reuniões.,0
O time de logística está insatisfeita com o módulo de vendas há duas semanas.,1
